id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,under_pressure,duel_type_id,duel_type_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,counterpress,interception_outcome_id,interception_outcome_name,pass_switch,off_camera,out,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,ball_recovery_recovery_failure,dribble_overrun,pass_cross,50_50_outcome_id,50_50_outcome_name,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,dribble_nutmeg,shot_one_on_one,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_technique_id,pass_technique_name,pass_inswinging,shot_aerial_won,goalkeeper_end_location,clearance_right_foot,shot_first_time,pass_outswinging,clearance_left_foot,foul_committed_type_id,foul_committed_type_name,pass_goal_assist,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,bad_behaviour_card_id,bad_behaviour_card_name,pass_cut_back,miscontrol_aerial_won,injury_stoppage_in_chain,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_no_touch,pass_through_ball,goalkeeper_punched_out,timestamp_seconds
20045d06-2021-4483-a2f8-9195594801cd,11,1,00:00:06.210,0,6,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['09c185fb-3fbe-42d3-a372-ab19eb3ff975'],"[89.0, 10.5]",6880.0,Arnaldo Antonio Sanabria Ayala,22.0,Right Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
227a2b50-6c95-4f1c-8d07-dd502bbf1a09,12,1,00:00:06.210,0,6,2,0.0,4,Duel,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['66b35de9-3912-46e5-922c-58faca5e2b4d'],"[90.2, 15.8]",6880.0,Arnaldo Antonio Sanabria Ayala,22.0,Right Center Forward,,,,,,,,,,,,,,,,,True,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
66b35de9-3912-46e5-922c-58faca5e2b4d,13,1,00:00:06.210,0,6,2,0.0,9,Clearance,1041,Sporting Gijón,9,From Kick Off,208,Las Palmas,,,"['09c185fb-3fbe-42d3-a372-ab19eb3ff975', '227a2b50-6c95-4f1c-8d07-dd502bbf1a09']","[29.9, 64.3]",7906.0,David Simón Rodríguez Santana,2.0,Right Back,,,,,,,,,,,,,,,,,True,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21
954bcb02-d381-4877-aa6d-0f19ef8be580,14,1,00:00:07.998,0,7,2,1.966062,30,Pass,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,"['732bf9e4-bb0e-4d50-9cba-863e088cb024', 'b5867a3f-b255-4ca0-9d4b-a5fdbfde1208']","[74.3, 26.2]",18925.0,Ignacio Cases Mora,11.0,Left Defensive Midfield,6926.0,Alen Halilović,21.32135,1.2757456,2.0,Low Pass,"[80.5, 46.6]",37.0,Head,66.0,Recovery,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.998
b5867a3f-b255-4ca0-9d4b-a5fdbfde1208,15,1,00:00:09.964,0,9,2,,42,Ball Receipt*,1041,Sporting Gijón,9,From Kick Off,1041,Sporting Gijón,,,['954bcb02-d381-4877-aa6d-0f19ef8be580'],"[81.0, 55.9]",6926.0,Alen Halilović,12.0,Right Midfield,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.964
732bf9e4-bb0e-4d50-9cba-863e088cb024,16,1,00:00:09.964,0,9,3,0.0,2,Ball Recovery,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['954bcb02-d381-4877-aa6d-0f19ef8be580'],"[39.6, 33.5]",10755.0,Jonathan Viera Ramos,21.0,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.964
33674fc8-61d8-4c93-b596-c05bde445498,17,1,00:00:09.964,0,9,3,3.565336,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['3596d774-5e06-4b33-90e7-8db6b97f8784', '732bf9e4-bb0e-4d50-9cba-863e088cb024', 'a4d97a56-a34f-4092-b131-02c8313be501']","[39.6, 33.5]",10755.0,Jonathan Viera Ramos,21.0,Left Wing,,,,,,,,,,,,"[63.8, 26.0]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.964
3596d774-5e06-4b33-90e7-8db6b97f8784,18,1,00:00:10.722,0,10,3,0.55322,17,Pressure,208,Las Palmas,1,Regular Play,1041,Sporting Gijón,,,['33674fc8-61d8-4c93-b596-c05bde445498'],"[80.0, 49.8]",18925.0,Ignacio Cases Mora,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.722
a4d97a56-a34f-4092-b131-02c8313be501,19,1,00:00:13.530,0,13,3,0.4806,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['08966444-19a8-4355-8485-64249c6b6c0f', 'f3b7302f-f903-4a1d-80de-5d868d1a2ca0']","[63.8, 26.0]",10755.0,Jonathan Viera Ramos,21.0,Left Wing,8167.0,Sergio Ezequiel Araújo,11.150336,-0.9703565,1.0,Ground Pass,"[70.1, 16.8]",40.0,Right Foot,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.53
08966444-19a8-4355-8485-64249c6b6c0f,20,1,00:00:14.010,0,14,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['a4d97a56-a34f-4092-b131-02c8313be501'],"[74.7, 8.5]",8167.0,Sergio Ezequiel Araújo,23.0,Center Forward,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01
f3b7302f-f903-4a1d-80de-5d868d1a2ca0,21,1,00:00:14.010,0,14,3,0.0,10,Interception,208,Las Palmas,1,Regular Play,1041,Sporting Gijón,,,['a4d97a56-a34f-4092-b131-02c8313be501'],"[50.0, 63.3]",6561.0,Luis Hernández Rodríguez,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,True,13.0,Lost In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.01
be2f9065-7dd1-4ff2-b9a4-fc2bc5ff43fb,22,1,00:00:15.302,0,15,3,1.514523,17,Pressure,208,Las Palmas,1,Regular Play,1041,Sporting Gijón,,,"['154e0461-ffda-4648-9cb8-bed12188bd15', '704376c6-54c1-4788-91b3-ba2d2119f641']","[62.5, 52.8]",40822.0,Daniel Arnaud N''Di	,24.0,Left Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.302
154e0461-ffda-4648-9cb8-bed12188bd15,23,1,00:00:16.084,0,16,3,0.0,2,Ball Recovery,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['be2f9065-7dd1-4ff2-b9a4-fc2bc5ff43fb'],"[61.5, 26.8]",6929.0,José Vicente Gómez Umpiérrez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.084
704376c6-54c1-4788-91b3-ba2d2119f641,24,1,00:00:16.084,0,16,3,1.013226,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['154e0461-ffda-4648-9cb8-bed12188bd15', '2179771d-136f-430b-b239-2ed1d8f41562', 'be2f9065-7dd1-4ff2-b9a4-fc2bc5ff43fb']","[61.5, 26.8]",6929.0,José Vicente Gómez Umpiérrez,11.0,Left Defensive Midfield,,,,,,,,,,,,"[61.3, 25.3]",,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.084
2179771d-136f-430b-b239-2ed1d8f41562,25,1,00:00:17.098,0,17,3,1.528907,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['be48ab4c-66b0-42ed-9f4c-710d298290ba'],"[61.3, 25.3]",6929.0,José Vicente Gómez Umpiérrez,11.0,Left Defensive Midfield,26448.0,Javier Garrido Behovide,15.500322,-3.1351411,1.0,Ground Pass,"[45.8, 25.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.098
be48ab4c-66b0-42ed-9f4c-710d298290ba,26,1,00:00:18.626,0,18,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['2179771d-136f-430b-b239-2ed1d8f41562'],"[45.8, 25.2]",26448.0,Javier Garrido Behovide,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.626
8e0d3e8f-30e8-4165-a0d7-4e60053db363,27,1,00:00:18.626,0,18,3,1.096731,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['36a1a959-b75e-4e84-9693-eadbc66fcc53', 'be48ab4c-66b0-42ed-9f4c-710d298290ba']","[45.8, 25.2]",26448.0,Javier Garrido Behovide,5.0,Left Center Back,,,,,,,,,,,,"[45.8, 25.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.626
36a1a959-b75e-4e84-9693-eadbc66fcc53,28,1,00:00:19.723,0,19,3,1.934394,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['cc0b3e5c-f39b-4e73-9ccb-983a923b8fcc'],"[45.8, 25.2]",26448.0,Javier Garrido Behovide,5.0,Left Center Back,8440.0,Aythami Artiles Oliva,24.656237,1.8502102,1.0,Ground Pass,"[39.0, 48.9]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.723
cc0b3e5c-f39b-4e73-9ccb-983a923b8fcc,29,1,00:00:21.658,0,21,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['36a1a959-b75e-4e84-9693-eadbc66fcc53'],"[39.0, 48.9]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.658
d1a41320-0424-4a84-9303-99e3784fa0a2,30,1,00:00:21.658,0,21,3,0.119999,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['2795f062-a4fb-4cc4-9b51-27a455942fed', 'cc0b3e5c-f39b-4e73-9ccb-983a923b8fcc']","[39.0, 48.9]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,,,,,,,,,,,,"[39.0, 48.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.658
2795f062-a4fb-4cc4-9b51-27a455942fed,31,1,00:00:21.778,0,21,3,0.999398,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['5f5d411d-b897-4ab1-bb7a-f8124fa006b0'],"[39.0, 48.9]",8440.0,Aythami Artiles Oliva,3.0,Right Center Back,3610.0,Roque Mesa Quevedo,9.682975,-0.9025069,1.0,Ground Pass,"[45.0, 41.3]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.778
5f5d411d-b897-4ab1-bb7a-f8124fa006b0,32,1,00:00:22.777,0,22,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['2795f062-a4fb-4cc4-9b51-27a455942fed'],"[45.0, 41.3]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.777
88dbc158-f1cc-4fae-9935-5ddf98063313,33,1,00:00:22.777,0,22,3,2.865348,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['4a9c26f2-7ceb-46d7-b066-74655c37e6af', '5f5d411d-b897-4ab1-bb7a-f8124fa006b0']","[45.0, 41.3]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,,,,,,,,,,,,"[45.0, 41.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.777
4a9c26f2-7ceb-46d7-b066-74655c37e6af,34,1,00:00:25.642,0,25,3,0.722535,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['57fe8fb5-d9bd-4b68-8a0a-366eef7a1807'],"[45.0, 41.3]",3610.0,Roque Mesa Quevedo,9.0,Right Defensive Midfield,6929.0,José Vicente Gómez Umpiérrez,15.6371355,-1.2045407,1.0,Ground Pass,"[50.6, 26.7]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.642
57fe8fb5-d9bd-4b68-8a0a-366eef7a1807,35,1,00:00:26.365,0,26,3,,42,Ball Receipt*,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['4a9c26f2-7ceb-46d7-b066-74655c37e6af'],"[50.6, 26.7]",6929.0,José Vicente Gómez Umpiérrez,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.365
be5cf079-c17b-43a4-abc6-e974541d0b96,36,1,00:00:26.365,0,26,3,2.530385,43,Carry,208,Las Palmas,1,Regular Play,208,Las Palmas,,,"['57fe8fb5-d9bd-4b68-8a0a-366eef7a1807', '8e7890b7-fc9e-4113-b252-018d0ed4d382']","[50.6, 26.7]",6929.0,José Vicente Gómez Umpiérrez,11.0,Left Defensive Midfield,,,,,,,,,,,,"[45.1, 33.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.365
8e7890b7-fc9e-4113-b252-018d0ed4d382,37,1,00:00:28.895,0,28,3,1.841029,30,Pass,208,Las Palmas,1,Regular Play,208,Las Palmas,,,['387b53e0-e5e0-473c-abc6-7f69384c2ae5'],"[45.1, 33.5]",6929.0,José Vicente Gómez Umpiérrez,11.0,Left Defensive Midfield,8440.0,Aythami Artiles Oliva,27.750496,1.7703121,1.0,Ground Pass,"[39.6, 60.7]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.895
